Branch ID,Product A (Unit(s) Sold),Product B (Unit(s) Sold),Product C (Unit(s) Sold),Product D (Unit(s) Sold),Product E (Unit(s) Sold),Product F (Unit(s) Sold)
002391,16,11,6,13,12,14
002392,15,9,5,3,3,4
002393,16,3,2,1,13,10
002394,13,11,10,2,18,7
002395,1,12,2,7,17,5
002396,11,15,17,19,0,6
002397,18,18,10,18,0,4
002398,11,3,16,15,4,11
002399,16,0,10,15,19,17
002400,14,14,5,11,8,5
002401,9,12,19,14,11,3
002402,8,8,18,15,7,7
002403,16,18,16,7,9,19
002404,4,8,20,18,17,17
002405,6,17,6,13,16,11
002406,10,4,20,12,10,1
002407,6,7,14,10,17,3
002408,15,5,11,17,19,15
002409,16,3,0,9,12,12
002410,14,4,13,2,20,11
002411,8,1,17,9,11,4
002412,12,3,1,15,5,5
002413,0,10,1,0,11,11
002414,18,6,19,3,5,14
002415,13,15,12,3,6,13
002416,20,5,2,2,4,19
002417,9,17,12,6,18,17
002418,20,14,7,4,6,10
002419,7,9,9,18,17,2
002420,1,2,4,14,16,9
002421,19,18,14,8,10,20
002422,1,10,6,20,13,16
002423,11,2,8,13,13,17
002424,14,5,4,11,11,1
002425,16,12,13,12,0,20
002426,7,6,12,2,18,0
002427,14,0,12,19,6,19
002428,16,10,4,3,15,17
002429,2,11,13,3,8,2
002430,15,8,13,19,8,17
002431,4,3,2,17,10,14
002432,8,16,14,5,9,7
002433,7,0,1,2,17,13
002434,6,11,15,9,2,15
002435,18,7,7,10,1,10
002436,6,8,6,2,5,12
002437,11,6,18,11,16,11
002438,17,18,13,1,14,16
002439,4,14,15,15,16,5
002440,18,16,5,2,3,16
002441,15,10,4,11,1,3
002442,19,1,5,20,11,7
002443,13,14,12,8,17,14
002444,17,5,13,18,7,15
002445,8,18,8,20,10,13
002446,5,7,16,5,16,18
002447,0,11,11,16,7,18
002448,8,10,1,12,6,15
002449,4,14,12,9,11,6
002450,3,6,18,2,4,15
002451,10,9,2,0,18,4
002452,2,2,7,13,2,19
002453,3,10,3,11,2,17
002454,7,11,20,7,17,18
002455,4,15,15,20,0,1
002456,12,14,6,2,12,12
002457,16,7,16,6,5,13
002458,4,3,16,10,4,10
002459,5,13,4,19,15,18
002460,1,4,3,1,1,15
002461,3,7,17,2,14,8
002462,16,15,15,5,16,8
002463,4,15,17,17,17,9
002464,7,8,7,13,10,17
002465,7,7,7,13,14,2
002466,15,7,9,1,12,13
002467,4,3,15,12,1,13
002468,6,6,6,5,12,6
002469,13,6,4,1,17,19
002470,16,19,2,11,12,0
002471,1,8,3,13,10,7
002472,17,2,17,16,17,17
002473,2,4,7,3,8,17
002474,9,3,14,6,15,9
002475,12,10,7,18,1,5
002476,5,3,12,11,0,17
002477,17,9,19,13,14,1
002478,20,9,3,6,7,12
002479,19,13,5,5,1,11
002480,9,12,13,3,16,17
002481,4,12,11,13,18,4
002482,13,11,5,12,12,16
002483,7,1,3,1,7,14
002484,3,11,8,0,9,0
002485,6,8,15,17,19,6
002486,7,18,9,7,7,1
002487,16,2,8,0,2,2
002488,19,17,19,4,1,19
002489,19,15,4,6,13,15
002490,14,19,6,4,2,19
002491,15,3,9,0,1,19
002492,10,14,17,4,3,7
002493,2,13,9,9,3,5
002494,10,20,10,14,17,7
002495,13,8,2,2,19,3
002496,4,14,16,19,20,13
002497,15,18,3,13,17,1
002498,12,18,5,11,5,15
002499,11,14,3,3,14,10
002500,13,19,9,19,15,18
002501,16,10,12,3,1,14
002502,14,1,17,6,0,14
002503,5,4,7,10,2,13
002504,9,14,2,4,5,5
002505,14,14,0,7,13,8
002506,8,4,10,15,18,20
002507,15,20,2,16,12,11
002508,5,7,6,12,1,20
002509,20,9,14,9,18,11
002510,8,3,14,17,17,18
002511,2,9,13,20,16,18
002512,0,18,9,6,9,5
002513,11,0,3,15,17,15
002514,13,17,17,7,15,10
002515,14,1,1,17,3,5
002516,8,7,14,17,5,3
002517,17,13,3,7,16,8
002518,8,13,0,14,2,17
002519,15,0,11,9,18,14
002520,17,7,4,16,10,18
002521,16,4,4,17,2,14
002522,6,10,11,0,8,20
002523,2,11,7,4,1,12
002524,20,15,10,4,16,1
002525,17,7,12,5,15,16
002526,13,9,12,19,10,8
002527,5,9,19,9,13,2
002528,14,10,18,4,7,20
002529,7,19,4,1,3,7
002530,11,20,19,6,5,5
002531,6,8,17,4,17,20
002532,17,11,7,7,15,15
002533,11,12,7,18,7,15
002534,0,10,18,4,5,0
002535,4,17,6,10,14,19
002536,3,19,15,7,2,5
002537,7,15,4,19,16,5
002538,19,1,20,6,16,11
002539,11,13,1,18,10,11
002540,4,0,19,5,8,19
002541,12,10,10,17,7,15
002542,14,9,19,16,6,17
002543,13,12,9,17,6,13
002544,18,6,15,5,9,9
002545,1,2,7,18,0,4
002546,2,16,7,6,10,11
002547,4,1,10,2,18,14
002548,3,1,17,17,16,19
002549,8,9,11,18,14,6
002550,15,2,3,17,17,1
002551,15,9,5,1,8,15
002552,17,0,18,9,4,17
002553,5,6,2,19,15,18
002554,16,7,6,6,9,14
002555,6,8,10,13,8,1
002556,12,8,7,5,8,15
002557,13,9,7,1,5,18
002558,6,6,19,6,10,17
002559,5,19,17,10,16,7
002560,15,19,14,0,7,16
002561,7,2,3,16,5,17
002562,1,17,17,3,13,1
002563,11,6,14,6,14,19
002564,19,11,5,18,18,0
002565,2,2,6,3,13,16
002566,11,6,12,8,18,13
002567,14,14,6,17,16,17
002568,5,7,19,1,9,8
002569,11,10,10,7,7,6
002570,3,8,1,8,19,5
002571,10,3,15,8,19,14
002572,4,5,14,6,12,1
002573,16,4,16,10,9,6
002574,6,12,6,10,8,19
002575,12,19,10,12,14,18
002576,15,13,5,5,18,9
002577,0,16,19,2,14,2
002578,9,17,12,2,18,10
002579,2,11,17,2,8,15
002580,8,3,17,5,19,15
002581,18,11,6,13,11,7
002582,9,5,17,13,8,9
002583,18,2,5,5,6,17
002584,10,17,17,10,14,8
002585,11,16,19,15,9,5
002586,1,20,19,16,5,7
002587,15,7,14,17,5,5
002588,13,12,7,16,15,11
002589,0,13,19,4,2,9
002590,11,1,6,17,15,4
002591,12,11,13,0,11,13
002592,2,10,14,1,7,17
002593,6,13,15,8,17,15
002594,9,1,13,11,7,11
002595,18,3,13,13,5,10
002596,10,17,7,3,4,4
002597,10,14,9,2,13,15
002598,11,17,18,11,8,13
002599,14,4,1,15,18,0
002600,7,15,18,16,14,5
002601,13,1,7,17,12,15
002602,7,15,12,4,11,15
002603,1,8,7,3,19,16
002604,20,9,12,7,15,16
002605,17,0,19,1,17,16
002606,9,8,3,14,9,17
002607,15,10,18,8,1,5
002608,7,12,6,19,10,8
002609,4,14,4,5,0,6
002610,16,19,7,7,0,12
002611,1,2,1,9,16,11
002612,0,9,9,16,1,18
002613,17,1,10,4,5,19
002614,10,18,6,8,9,1
002615,11,20,15,17,14,11
002616,8,19,18,8,17,17
002617,6,10,3,7,14,5
002618,0,17,5,6,8,9
002619,6,2,19,2,14,5
002620,19,6,8,19,12,8
002621,4,16,20,18,20,10
002622,9,4,13,14,3,14
002623,15,5,17,8,19,9
002624,15,16,8,17,15,6
002625,17,9,5,2,7,8
002626,14,9,16,1,18,8
002627,1,15,19,12,6,10
002628,17,17,1,15,4,3
002629,2,0,14,6,7,9
002630,7,16,10,9,11,13
002631,6,2,1,14,2,10
002632,8,5,8,14,11,13
002633,17,3,20,12,9,4
002634,8,5,10,14,9,6
002635,3,18,5,2,13,12
002636,0,20,9,15,17,1
002637,12,1,17,1,1,2
002638,9,20,2,8,17,20
002639,19,15,6,2,5,6
002640,14,19,5,3,12,8
002641,17,2,4,13,5,9
002642,9,9,2,11,3,2
002643,20,16,19,2,14,4
002644,8,5,16,19,18,16
002645,6,12,13,10,18,19
002646,19,15,7,3,12,9
002647,16,2,12,8,17,16
002648,9,11,3,8,14,11
002649,2,9,3,15,10,15
002650,4,17,16,17,10,17
002651,3,17,7,8,1,14
002652,15,11,3,3,20,5
002653,3,0,15,9,4,2
002654,19,3,13,8,6,11
002655,8,2,0,19,15,9
002656,16,16,14,6,4,4
002657,10,1,20,15,11,14
002658,9,20,9,18,9,11
002659,1,5,11,19,13,18
002660,20,12,20,13,14,16
002661,10,17,17,0,4,1
002662,6,0,7,7,8,19
002663,11,7,1,13,19,10
002664,18,13,19,15,12,19
002665,8,1,4,14,1,19
002666,6,15,17,20,10,16
002667,18,1,2,11,14,18
002668,11,7,9,19,11,20
002669,18,20,17,13,14,13
002670,1,10,10,12,5,6
002671,10,11,4,10,2,10
002672,11,5,3,10,11,17
002673,17,15,12,1,8,10
002674,10,4,12,11,19,2
002675,6,13,2,6,17,13
002676,14,10,9,7,16,7
002677,8,7,13,2,6,7
002678,4,7,20,7,0,12
002679,1,11,1,8,3,17
002680,9,15,0,8,15,15
002681,20,20,10,6,1,7
002682,10,20,9,9,15,4
002683,1,16,11,7,11,4
002684,12,18,3,10,1,2
002685,3,10,5,6,6,2
002686,9,6,5,1,5,0
002687,3,7,3,0,7,17
002688,20,14,3,16,13,2
002689,1,15,9,1,10,12
002690,10,14,11,11,19,10
002691,12,13,5,2,0,1
002692,20,9,12,4,16,9
002693,11,15,0,15,13,9
002694,6,3,4,11,13,19
002695,18,11,15,13,18,9
002696,10,0,13,16,8,0
002697,7,15,10,13,13,9
002698,4,9,16,1,9,14
002699,10,12,2,1,16,2
002700,7,8,20,2,9,17
002701,15,14,0,15,17,13
002702,8,19,8,3,18,17
002703,18,1,11,1,9,15
002704,12,0,3,19,8,15
002705,8,6,8,0,13,13
002706,3,19,4,18,6,14
002707,14,8,5,8,11,17
002708,18,9,20,15,12,1
002709,13,1,2,7,6,11
002710,15,17,15,2,4,9
002711,20,18,6,4,12,16
002712,1,10,15,0,17,4
002713,5,3,18,19,15,16
002714,8,4,18,14,11,1
002715,3,1,9,7,12,19
002716,6,16,8,19,16,19
002717,10,11,3,14,20,8
002718,15,19,17,16,4,10
002719,20,11,3,0,7,10
002720,7,20,10,16,8,14
002721,20,6,7,6,16,14
002722,10,18,13,16,1,19
002723,11,6,17,5,9,20
002724,1,1,18,6,19,18
002725,2,8,5,1,6,1
002726,1,17,17,2,18,1
002727,5,19,18,8,18,12
002728,9,8,6,10,5,13
002729,8,15,8,8,18,5
002730,5,8,5,5,9,7
002731,13,15,14,18,5,15
002732,3,0,3,7,4,6
002733,10,12,15,8,1,12
002734,7,9,18,10,4,20
002735,12,3,13,1,5,10
002736,16,5,14,19,8,8
002737,4,20,11,4,18,8
002738,11,19,13,4,18,8
002739,7,13,15,6,6,19
002740,13,18,11,11,18,15
002741,16,4,12,4,14,10
002742,17,19,9,5,7,19
002743,14,16,4,16,13,6
002744,2,19,14,0,7,13
002745,16,12,1,3,0,15
002746,7,2,13,18,20,17
002747,18,13,16,14,17,8
002748,11,5,4,5,11,0
002749,0,2,14,18,2,12
002750,16,6,2,12,8,5
002751,19,18,16,14,4,18
002752,14,15,11,6,14,13
002753,4,8,15,13,19,10
002754,11,15,2,10,10,2
002755,9,18,15,18,14,17
002756,5,13,15,7,8,1
002757,2,12,2,18,20,12
002758,6,16,11,10,3,13
002759,7,14,5,12,11,5
002760,13,14,5,19,12,14
002761,10,13,10,3,8,5
002762,1,15,17,16,16,9
002763,5,13,19,16,3,0
002764,10,19,14,2,15,17
002765,20,1,19,14,15,13
002766,13,1,12,5,17,10
002767,13,16,8,15,16,10
002768,4,0,16,4,14,17
002769,7,11,6,12,16,1
002770,7,9,17,1,5,1
002771,14,14,2,13,16,13
002772,19,15,4,19,20,4
002773,9,14,2,12,12,0
002774,2,9,20,4,20,11
002775,15,12,19,20,14,10
002776,2,19,5,1,13,11
002777,1,12,11,16,16,11
002778,5,10,16,1,17,19
002779,19,5,15,3,7,10
002780,5,7,5,9,17,7
002781,11,2,7,10,3,7
002782,15,12,2,4,14,19
002783,17,18,3,8,6,7
002784,16,19,10,17,1,0
002785,9,3,19,0,18,10
002786,2,3,2,6,12,19
002787,1,14,3,3,18,1
002788,19,5,2,4,11,10
002789,3,4,11,0,8,10
002790,7,14,3,5,10,16
002791,11,8,7,4,11,19
002792,6,5,12,0,10,10
002793,20,8,6,16,9,19
002794,14,7,18,14,15,16
002795,1,4,12,11,0,18
002796,17,0,9,9,5,10
002797,7,14,5,1,5,20
002798,4,1,0,13,18,14
002799,1,5,3,2,10,10
002800,10,3,3,10,9,7
002801,12,12,14,14,1,11
002802,17,17,17,14,14,9
002803,14,17,19,9,2,7
002804,19,3,1,8,10,0
002805,9,4,19,17,1,3
002806,6,1,19,14,3,5
002807,16,9,16,9,14,4
002808,18,19,9,5,9,9
002809,5,15,2,15,17,7
002810,8,2,11,16,5,0
002811,9,0,18,14,13,13
002812,17,10,4,3,7,11
002813,9,6,3,12,7,9
002814,8,5,3,15,11,20
002815,4,0,17,1,4,6
002816,8,13,5,9,13,18
002817,12,3,7,11,5,7
002818,14,8,0,17,13,6
002819,5,1,14,16,10,19
002820,17,3,16,16,12,11
002821,1,12,17,18,9,3
002822,17,18,10,17,20,19
002823,0,20,6,0,0,14
002824,12,9,19,19,6,16
002825,15,19,15,1,11,14
002826,19,2,11,0,15,12
002827,5,17,12,9,11,10
002828,16,12,6,5,11,9
002829,8,15,1,14,9,12
002830,0,8,6,0,12,9
002831,10,5,4,13,5,3
002832,20,18,18,19,12,8
002833,15,10,8,20,12,1
002834,3,7,13,11,11,18
002835,7,11,10,12,19,17
002836,5,4,14,5,4,2
002837,6,16,12,11,7,2
002838,12,13,20,1,6,8
002839,9,9,6,8,17,9
002840,20,11,2,13,19,3
002841,2,19,5,0,9,19
002842,10,3,5,10,14,4
002843,11,10,8,13,12,9
002844,11,6,3,10,1,20
002845,1,9,13,2,6,18
002846,15,17,19,1,20,2
002847,5,1,4,7,14,11
002848,6,9,5,9,13,14
002849,15,18,1,7,5,7
002850,12,18,14,16,3,16
002851,19,9,1,15,8,18
002852,3,7,4,15,11,0
002853,6,13,10,2,14,17
002854,2,19,2,19,19,18
002855,12,6,14,12,18,13
002856,4,5,15,8,5,13
002857,4,15,10,1,11,14
002858,1,3,0,4,10,14
002859,4,11,19,16,2,17
002860,9,13,2,14,4,4
002861,7,4,17,8,3,16
002862,3,9,2,15,5,17
002863,16,1,12,4,12,20
002864,17,2,17,18,6,18
002865,4,8,14,7,2,13
002866,9,14,2,8,15,16
002867,7,7,7,1,1,12
002868,3,17,8,20,3,9
002869,4,20,9,7,17,7
002870,4,6,18,2,9,17
002871,10,17,4,8,18,13
002872,6,19,13,1,17,15
002873,10,18,0,6,14,16
002874,16,10,18,17,8,4
002875,1,1,4,11,16,13
002876,9,5,8,4,19,13
002877,3,13,5,13,15,4
002878,13,2,12,14,19,10
002879,15,20,5,6,8,12
002880,0,13,12,8,10,7
002881,4,19,9,7,19,10
002882,19,20,19,11,9,15
002883,2,13,15,8,0,16
002884,10,7,17,9,11,1
002885,19,2,1,6,17,15
002886,7,1,14,11,14,8
002887,15,15,16,4,19,7
002888,11,2,10,5,15,1
002889,8,8,5,7,14,4
002890,19,20,3,13,13,11
002891,18,11,7,4,6,0
002892,2,11,9,2,15,19
002893,17,3,11,5,4,8
002894,10,15,14,5,15,6
002895,11,1,13,15,12,3
002896,19,8,13,6,1,11
002897,3,3,13,9,8,3
002898,3,11,17,6,15,7
002899,9,17,11,8,11,16
002900,11,13,16,9,18,15
002901,9,15,15,10,12,6
002902,18,10,2,7,16,18
002903,17,10,6,7,4,2
002904,10,13,13,17,8,20
002905,16,15,14,18,7,7
002906,1,7,1,6,10,5
002907,7,9,12,3,7,1
002908,3,18,16,8,11,17
002909,11,4,1,13,5,5
002910,5,16,20,2,10,9
002911,15,10,13,2,7,9
002912,1,14,7,15,3,18
002913,13,16,13,7,0,0
002914,16,6,8,0,16,9
002915,5,14,16,14,20,15
002916,4,3,1,6,2,20
002917,9,1,14,15,11,17
002918,16,13,3,9,14,11
002919,12,14,3,5,4,15
002920,19,7,15,6,12,1
002921,12,11,0,9,17,0
002922,2,13,20,4,19,13
002923,11,18,17,10,11,2
002924,17,16,2,20,11,2
002925,17,1,5,9,1,8
002926,17,1,20,14,14,5
002927,12,19,9,16,3,17
002928,7,0,3,16,2,18
002929,6,14,13,6,14,6
002930,2,13,16,1,9,18
002931,14,3,16,18,13,14
002932,16,12,1,14,10,10
002933,19,12,12,13,2,8
002934,17,12,8,2,5,9
002935,13,19,19,19,10,7
002936,0,6,5,4,2,9
002937,13,13,3,9,2,8
002938,12,3,13,9,10,18
002939,2,4,5,17,2,0
002940,14,10,3,1,2,4
002941,16,4,0,20,14,5
002942,7,1,7,0,16,9
002943,2,13,13,8,16,10
002944,17,11,3,1,7,12
002945,13,11,9,9,11,17
002946,10,8,14,7,14,1
002947,1,10,1,9,7,11
002948,13,2,1,3,7,19
002949,13,4,4,18,6,5
002950,14,10,15,10,7,13
002951,13,18,8,16,18,10
002952,11,15,10,5,7,6
002953,15,19,3,0,8,10
002954,12,19,13,5,15,10
002955,7,8,5,11,3,14
002956,6,12,5,15,1,10
002957,13,3,15,1,2,10
002958,2,8,11,8,15,20
002959,11,4,11,6,2,2
002960,13,12,12,10,10,16
002961,3,14,15,5,16,1
002962,10,17,3,5,8,15
002963,10,15,14,1,16,19
002964,6,3,18,19,1,8
002965,7,8,13,11,0,20
002966,16,12,9,6,15,8
002967,9,18,10,2,13,16
002968,13,10,18,10,1,13
002969,19,0,10,6,11,11
002970,17,11,20,19,16,15
002971,11,8,19,14,12,2
002972,8,7,8,1,1,16
002973,11,11,3,6,14,17
002974,7,19,20,10,14,10
002975,13,15,7,13,6,9
002976,11,5,4,10,6,11
002977,9,10,2,7,13,9
002978,2,12,14,8,9,5
002979,14,4,3,9,3,2
002980,9,17,19,7,18,9
002981,10,12,12,14,17,3
002982,10,1,18,0,6,14
002983,9,16,5,3,12,17
002984,0,7,9,6,10,16
002985,19,14,7,9,5,4
002986,5,10,2,11,5,1
002987,12,10,14,7,1,10
002988,5,8,12,15,3,13
002989,1,13,12,11,5,9
002990,16,9,6,7,14,5
002991,4,17,7,13,17,3
002992,4,4,19,14,3,6
002993,8,0,10,13,17,14
002994,13,3,18,0,12,15
002995,16,15,8,17,18,18
002996,19,11,3,16,13,16
002997,16,8,20,9,5,9
002998,17,0,0,12,0,9
002999,15,15,6,5,1,11
003000,2,16,13,1,11,5
003001,2,2,5,1,3,13
003002,8,17,17,19,15,20
003003,3,16,1,19,5,17
003004,19,5,7,9,5,1
003005,3,12,16,16,15,11
003006,8,3,2,2,19,10
003007,12,12,18,1,3,2
003008,3,15,2,6,13,19
003009,11,4,8,8,11,7
003010,19,6,5,0,18,4
003011,15,8,0,5,18,18
003012,18,6,17,18,8,11
003013,0,6,8,0,14,13
003014,3,12,4,11,3,6
003015,17,10,13,5,18,0
003016,11,12,14,10,8,0
003017,11,3,14,1,5,7
003018,5,3,8,10,20,10
003019,5,2,16,4,6,12
003020,18,5,11,11,7,18
003021,8,5,2,9,14,3
003022,3,14,2,18,5,9
003023,3,7,20,13,7,5
003024,17,15,6,15,14,14
003025,16,18,11,20,11,11
003026,16,3,8,7,8,13
003027,16,17,2,19,8,15
003028,19,8,7,12,3,12
003029,2,9,19,8,15,16
003030,3,6,1,11,8,1
003031,5,1,1,12,5,14
003032,13,17,19,20,6,11
003033,15,10,0,14,20,5
003034,2,3,0,9,9,5
003035,20,1,13,13,3,7
003036,1,7,19,0,6,9
003037,12,4,11,11,8,14
003038,15,6,3,2,2,11
003039,9,11,12,10,9,18
003040,12,16,19,4,3,4
003041,14,2,13,5,12,4
003042,8,17,10,15,2,18
003043,14,15,16,7,1,11
003044,6,17,7,20,4,9
003045,4,7,13,20,3,8
003046,16,7,18,12,4,3
003047,4,15,14,10,16,18
003048,14,5,7,12,4,2
003049,20,6,20,19,16,15
003050,12,11,0,4,13,20
003051,18,7,13,12,10,7
003052,9,1,6,2,0,7
003053,11,5,8,7,3,9
003054,3,17,3,18,16,17
003055,5,8,7,18,10,5
003056,17,12,8,6,19,8
003057,18,7,1,7,4,3
003058,8,9,8,10,20,17
003059,13,13,18,4,6,12
003060,14,12,10,11,11,16
003061,19,18,3,13,15,9
003062,20,17,1,1,14,12
003063,18,17,11,15,7,1
003064,9,14,1,18,14,5
003065,12,17,5,4,6,17
003066,20,19,9,18,4,1
003067,0,10,0,14,7,9
003068,16,3,17,18,14,18
003069,11,7,16,12,2,8
003070,17,12,10,16,6,18
003071,1,4,3,10,10,8
003072,18,13,4,13,12,8
003073,6,15,2,16,10,2
003074,12,0,14,4,6,4
003075,5,10,7,11,7,2
003076,4,11,2,17,3,12
003077,19,17,9,7,19,19
003078,16,19,7,8,16,12
003079,7,4,13,5,10,19
003080,16,16,7,7,14,12
003081,17,2,13,14,1,7
003082,1,12,3,3,1,19
003083,1,15,5,7,8,8
003084,12,14,3,5,3,16
003085,13,7,10,4,7,13
003086,19,13,5,10,5,0
003087,13,6,5,12,10,4
003088,6,16,11,19,15,3
003089,16,8,19,0,15,15
003090,0,9,11,14,17,5
003091,14,8,3,12,7,10
003092,17,16,12,5,17,11
003093,5,11,11,6,0,17
003094,1,1,8,12,9,20
003095,7,16,4,10,12,9
003096,3,13,2,14,7,7
003097,10,14,16,8,15,8
003098,5,10,13,7,10,2
003099,9,12,5,11,5,9
003100,2,6,2,2,11,18
003101,15,14,0,4,12,2
003102,2,1,9,12,17,16
003103,17,2,15,19,11,1
003104,14,13,10,12,13,6
003105,16,1,5,14,3,12
003106,2,4,12,14,16,18
003107,1,14,16,20,1,20
003108,20,11,5,3,4,8
003109,1,4,0,14,2,17
003110,11,18,11,9,5,8
003111,9,4,13,16,8,9
003112,7,9,1,18,3,5
003113,18,7,16,19,10,9
003114,15,3,10,8,8,14
003115,17,13,8,15,5,12
003116,20,8,6,19,3,6
003117,18,4,5,5,10,1
003118,10,18,2,11,3,5
003119,20,5,10,14,6,15
003120,4,7,19,12,14,2
003121,20,15,15,14,4,18
003122,6,4,3,17,12,15
003123,13,8,9,18,8,16
003124,19,7,20,14,3,14
003125,20,15,12,11,18,19
003126,16,14,0,19,3,19
003127,4,3,18,11,2,14
003128,3,19,9,6,16,8
003129,3,8,11,1,18,16
003130,9,15,12,17,6,11
003131,15,9,10,4,18,18
003132,13,9,14,9,14,4
003133,7,7,18,16,13,0
003134,5,4,17,16,5,14
003135,4,15,12,10,18,2
003136,9,2,11,11,11,8
003137,6,17,16,13,9,5
003138,8,6,11,16,5,11
003139,17,5,19,7,7,11
003140,6,1,7,8,2,15
003141,6,15,18,18,7,6
003142,2,14,7,2,14,10
003143,19,17,17,18,14,14
003144,15,9,14,4,12,17
003145,17,19,19,14,8,2
003146,18,7,7,2,15,2
003147,15,17,12,1,8,10
003148,5,11,8,13,1,15
003149,1,20,17,5,10,13
003150,11,13,17,2,14,9
003151,5,0,19,15,2,14
003152,11,4,10,12,9,7
003153,18,14,1,18,4,9
003154,4,3,4,8,6,8
003155,17,4,16,14,0,5
003156,17,15,15,5,10,8
003157,13,17,6,0,9,16
003158,13,1,16,1,7,3
003159,9,19,12,20,6,15
003160,6,2,7,12,19,6
003161,10,16,9,10,18,18
003162,12,2,13,20,3,6
003163,10,1,3,17,20,14
003164,9,9,9,14,17,9
003165,16,7,20,2,17,15
003166,3,3,12,15,17,6
003167,12,0,17,17,18,1
003168,3,7,18,9,18,4
003169,19,11,14,14,9,10
003170,5,0,2,11,12,17
003171,20,4,1,16,1,18
003172,7,3,2,5,9,18
003173,13,7,3,9,14,9
003174,14,3,9,10,10,20
003175,19,2,19,5,5,19
003176,18,18,12,6,13,3
003177,16,2,10,19,14,11
003178,12,5,4,20,17,9
003179,5,2,11,18,4,12
003180,4,8,6,4,20,16
003181,15,10,5,1,14,12
003182,9,17,5,6,11,12
003183,10,20,5,13,12,3
003184,9,6,18,15,4,4
003185,2,18,11,8,10,20
003186,10,19,0,6,1,10
003187,5,18,4,2,15,1
003188,7,3,9,1,7,9
003189,16,1,3,10,5,6
003190,13,13,8,2,14,16
003191,16,9,18,3,12,9
003192,17,7,20,14,6,3
003193,4,5,19,8,10,15
003194,3,6,0,9,17,1
003195,13,10,11,3,11,20
003196,3,17,3,8,14,11
003197,15,17,3,0,18,11
003198,6,6,1,12,14,14
003199,11,13,2,13,17,19
003200,6,11,1,4,17,7
003201,8,7,8,2,13,19
003202,10,11,7,9,0,3
003203,4,15,12,4,7,2
003204,14,4,18,11,9,17
003205,4,3,14,18,18,17
003206,5,12,2,6,3,18
003207,9,17,3,15,1,6
003208,10,7,17,10,11,17
003209,9,15,1,11,13,17
003210,16,18,7,16,10,14
003211,8,15,1,6,8,8
003212,7,4,10,13,1,2
003213,7,19,5,19,5,9
003214,5,16,19,4,13,1
003215,4,13,9,5,4,11
003216,5,15,17,17,9,2
003217,8,4,19,9,2,14
003218,17,8,2,15,5,9
003219,15,6,8,3,2,15
003220,11,4,2,8,16,13
003221,9,1,5,11,14,13
003222,10,6,15,10,14,10
003223,10,4,15,10,13,14
003224,1,14,20,15,10,16
003225,5,4,10,1,12,16
003226,13,1,4,13,4,12
003227,6,7,19,10,16,18
003228,5,14,6,20,6,12
003229,6,9,12,15,15,19
003230,1,1,7,19,6,6
003231,4,9,1,19,12,3
003232,5,13,13,15,5,1
003233,13,1,16,14,3,18
003234,16,19,14,5,3,15
003235,1,20,8,1,1,0
003236,7,13,20,10,13,3
003237,6,3,0,8,9,9
003238,16,14,7,16,19,16
003239,19,13,7,13,8,17
003240,0,9,4,9,12,15
003241,20,4,3,3,20,6
003242,13,13,20,11,19,12
003243,0,0,19,1,10,19
003244,8,10,1,18,4,15
003245,3,3,10,14,17,13
003246,19,6,1,0,17,9
003247,17,13,15,18,15,10
003248,0,15,16,7,7,16
003249,4,6,14,2,3,19
003250,14,7,9,8,20,5
003251,14,7,4,15,17,19
003252,9,11,4,9,10,7
003253,20,18,1,10,1,5
003254,11,3,5,11,19,8
003255,14,15,6,19,11,5
003256,9,20,8,8,18,20
003257,7,18,1,5,13,1
003258,17,0,6,1,3,9
003259,6,6,17,5,4,12
003260,2,13,4,16,16,11
003261,2,17,15,10,10,15
003262,15,18,16,1,10,17
003263,1,19,4,8,1,5
003264,1,8,15,14,10,13
003265,19,19,13,6,4,19
003266,3,17,13,10,15,4
003267,11,16,6,17,14,7
003268,17,7,17,17,13,18
003269,14,15,14,19,15,4
003270,7,14,10,10,8,3
003271,9,2,3,8,12,11
003272,7,8,4,10,14,18
003273,2,10,19,2,8,15
003274,2,14,14,6,11,8
003275,15,15,5,1,15,4
003276,13,12,10,3,19,6
003277,5,1,10,7,12,15
003278,1,17,20,10,17,18
003279,15,7,6,18,9,4
003280,12,19,18,16,14,20
003281,8,15,15,6,11,16
003282,8,15,11,15,17,13
003283,13,18,2,15,14,5
003284,5,15,16,1,14,4
003285,19,12,17,8,6,18
003286,18,3,15,15,7,5
003287,15,11,19,12,13,18
003288,5,17,3,8,6,6
003289,5,14,2,19,1,19
003290,2,6,5,16,14,10
003291,18,15,15,7,16,10
003292,6,14,19,5,19,2
003293,19,14,13,18,12,17
003294,13,4,6,14,7,2
003295,16,1,20,2,8,11
003296,18,18,19,17,0,19
003297,20,3,9,0,6,18
003298,5,14,3,17,10,2
003299,14,17,2,13,17,11
003300,16,12,20,10,2,2
003301,16,17,12,9,8,7
003302,8,19,3,16,2,4
003303,5,6,3,8,6,0
003304,5,16,14,16,9,6
003305,5,19,14,17,4,20
003306,11,5,6,14,6,11
003307,4,3,10,18,12,6
003308,9,6,8,4,1,11
003309,16,12,1,3,17,13
003310,9,4,2,19,2,3
003311,8,9,3,10,19,7
003312,10,6,12,14,11,1
003313,4,11,2,18,2,1
003314,9,4,8,5,18,19
003315,11,14,5,10,10,4
003316,10,5,4,7,16,15
003317,15,11,19,8,8,3
